,subject,trial,verb,trial_index,cue_verb_appear,recalled,recall_key_time,cue_verb_disappear,animacy_question_appear,animacy_answer,animacy_answer_time
0,999,1,לסובב,0,2026-06-18_12-28-42.557,True,2026-06-18_12-28-46.868,2026-06-18_12-28-48.870,2026-06-18_12-28-48.894,animate,2026-06-18_12-28-50.748
1,999,2,להוריד,1,2026-06-18_12-28-51.793,True,2026-06-18_12-28-58.525,2026-06-18_12-29-00.536,2026-06-18_12-29-00.557,animate,2026-06-18_12-29-01.317
2,999,3,לדחוף,2,2026-06-18_12-29-02.289,True,2026-06-18_12-29-05.574,2026-06-18_12-29-07.575,2026-06-18_12-29-07.594,inanimate,2026-06-18_12-29-09.438
3,999,4,לחפש,3,2026-06-18_12-29-10.746,True,2026-06-18_12-29-14.631,2026-06-18_12-29-16.634,2026-06-18_12-29-16.651,inanimate,2026-06-18_12-29-28.239
4,999,5,לקפוץ,4,2026-06-18_12-29-29.195,True,2026-06-18_12-29-31.975,2026-06-18_12-29-33.976,2026-06-18_12-29-34.000,animate,2026-06-18_12-29-38.609
5,999,6,להרים,5,2026-06-18_12-29-39.371,True,2026-06-18_12-29-46.121,2026-06-18_12-29-48.128,2026-06-18_12-29-48.145,animate,2026-06-18_12-29-54.218
