,subject,trial,object,colors,scenes,retrival_success,retrival_report_color,retrival_report_scene,object_appear,object_disappear,retrival_time,retrival_report_time,colors_question_appear,colors_answer_time,scenes_question_appear,scenes_answer_time
0,110,trial_1,trash can,red,living_room,True,True,True,2026-03-20_17-52-41.761,2026-03-20_17-52-44.279,2026-03-20_17-52-47.109,2026-03-20_17-52-50.739,2026-03-20_17-52-51.247,2026-03-20_17-52-53.325,2026-03-20_17-52-55.343,2026-03-20_17-52-56.548
