,subject,trial,object,colors,scenes,object_appear,feature_disappear,difficulty_question_appear,difficulty_answer_time
0,112,1,sock,green,bathroom,2026-03-20_18-25-26.409,2026-03-20_18-25-29.423,2026-03-20_18-25-31.441,2026-03-20_18-25-32.099
1,112,2,sponge,yellow,kitchen,2026-03-20_18-25-36.321,2026-03-20_18-25-39.334,2026-03-20_18-25-40.686,2026-03-20_18-25-41.412
2,112,3,hat,red,kitchen,2026-03-20_18-25-44.860,2026-03-20_18-25-47.874,2026-03-20_18-25-49.244,2026-03-20_18-25-50.034
3,112,4,air conditioner,red,living_room,2026-03-20_18-25-53.646,2026-03-20_18-25-56.660,2026-03-20_18-25-57.813,2026-03-20_18-25-58.400
4,112,5,ball,green,kitchen,2026-03-20_18-26-02.453,2026-03-20_18-26-05.466,2026-03-20_18-26-06.491,2026-03-20_18-26-07.035
5,112,6,chair,yellow,living_room,2026-03-20_18-26-11.074,2026-03-20_18-26-14.087,2026-03-20_18-26-15.339,2026-03-20_18-26-15.988
