,subject,trial,object,colors,scenes,object_appear,feature_disappear,difficulty_question_appear,difficulty_answer_time
0,112,1,sock,green,bathroom,2026-03-20_18-25-26.409,2026-03-20_18-25-29.423,2026-03-20_18-25-31.441,2026-03-20_18-25-32.099
1,112,2,sponge,yellow,kitchen,2026-03-20_18-25-36.321,2026-03-20_18-25-39.334,2026-03-20_18-25-40.686,2026-03-20_18-25-41.412
2,112,3,hat,red,kitchen,2026-03-20_18-25-44.860,2026-03-20_18-25-47.874,2026-03-20_18-25-49.244,2026-03-20_18-25-50.034
