,event_name,show_red,show_green,show_yellow,show_living_room,show_bathroom,show_kitchen,show_attention_question,answer_attention_question,show_binding_trials,stop_binding_trials,show_difficulty_question,answer_difficulty_question,show_object_in_test_trial,start_retrieval_time,answer_on_retrieval_time,show_retrieval_question,answer_retrieval_question,show_colors_answers,answer_color_question,show_scenes_answers,answer_scene_question,stage,trial_num,fl_trial_index,fl_feature,fl_word_question,fl_user_answer,fl_is_right,fl_feature_appear,bl_block,bl_object,bl_binding_trial,bl_binding_trial_in_block,bl_colors,bl_scenes,bl_difficulty,bl_binding_object_appear,tp_block,tp_object,tp_binding_trial,tp_colors,tp_scenes,tp_difficulty,tp_test_trial,tp_subject_color,tp_subject_scene,tp_color_correct,tp_scene_correct,tp_both_correct,tp_color_rt_ms,tp_scene_rt_ms,tp_first_question,tp_test_object_appear
384,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,128,128,kitchen,bathroom,left,True,2026-04-12_13-24-17.872,,,,,,,,,,,,,,,,,,,,,,,,
385,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,128,128,kitchen,bathroom,left,True,2026-04-12_13-24-17.872,,,,,,,,,,,,,,,,,,,,,,,,
386,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,128,128,kitchen,bathroom,left,True,2026-04-12_13-24-17.872,,,,,,,,,,,,,,,,,,,,,,,,
387,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,129,129,green,yellow,left,True,2026-04-12_13-24-27.087,,,,,,,,,,,,,,,,,,,,,,,,
388,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,129,129,green,yellow,left,True,2026-04-12_13-24-27.087,,,,,,,,,,,,,,,,,,,,,,,,
389,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,129,129,green,yellow,left,True,2026-04-12_13-24-27.087,,,,,,,,,,,,,,,,,,,,,,,,
390,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,130,130,living_room,kitchen,left,True,2026-04-12_13-24-35.662,,,,,,,,,,,,,,,,,,,,,,,,
391,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,130,130,living_room,kitchen,left,True,2026-04-12_13-24-35.662,,,,,,,,,,,,,,,,,,,,,,,,
392,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,130,130,living_room,kitchen,left,True,2026-04-12_13-24-35.662,,,,,,,,,,,,,,,,,,,,,,,,
393,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,131,131,living_room,living_room,right,True,2026-04-12_13-24-43.940,,,,,,,,,,,,,,,,,,,,,,,,
394,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,131,131,living_room,living_room,right,True,2026-04-12_13-24-43.940,,,,,,,,,,,,,,,,,,,,,,,,
395,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,131,131,living_room,living_room,right,True,2026-04-12_13-24-43.940,,,,,,,,,,,,,,,,,,,,,,,,
396,show_yellow,,,0.0,,,,,,,,,,,,,,,,,,,fl,132,132,yellow,yellow,right,True,2026-04-12_13-24-52.031,,,,,,,,,,,,,,,,,,,,,,,,
397,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,132,132,yellow,yellow,right,True,2026-04-12_13-24-52.031,,,,,,,,,,,,,,,,,,,,,,,,
398,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,132,132,yellow,yellow,right,True,2026-04-12_13-24-52.031,,,,,,,,,,,,,,,,,,,,,,,,
399,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,133,133,red,yellow,left,True,2026-04-12_13-24-59.850,,,,,,,,,,,,,,,,,,,,,,,,
400,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,133,133,red,yellow,left,True,2026-04-12_13-24-59.850,,,,,,,,,,,,,,,,,,,,,,,,
401,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,133,133,red,yellow,left,True,2026-04-12_13-24-59.850,,,,,,,,,,,,,,,,,,,,,,,,
402,show_yellow,,,0.0,,,,,,,,,,,,,,,,,,,fl,134,134,yellow,red,left,True,2026-04-12_13-25-09.237,,,,,,,,,,,,,,,,,,,,,,,,
403,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,134,134,yellow,red,left,True,2026-04-12_13-25-09.237,,,,,,,,,,,,,,,,,,,,,,,,
404,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,134,134,yellow,red,left,True,2026-04-12_13-25-09.237,,,,,,,,,,,,,,,,,,,,,,,,
405,show_yellow,,,0.0,,,,,,,,,,,,,,,,,,,fl,135,135,yellow,red,left,True,2026-04-12_13-25-17.777,,,,,,,,,,,,,,,,,,,,,,,,
406,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,135,135,yellow,red,left,True,2026-04-12_13-25-17.777,,,,,,,,,,,,,,,,,,,,,,,,
407,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,135,135,yellow,red,left,True,2026-04-12_13-25-17.777,,,,,,,,,,,,,,,,,,,,,,,,
408,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,136,136,green,green,right,True,2026-04-12_13-25-27.237,,,,,,,,,,,,,,,,,,,,,,,,
409,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,136,136,green,green,right,True,2026-04-12_13-25-27.237,,,,,,,,,,,,,,,,,,,,,,,,
410,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,136,136,green,green,right,True,2026-04-12_13-25-27.237,,,,,,,,,,,,,,,,,,,,,,,,
411,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,137,137,red,red,right,True,2026-04-12_13-25-35.108,,,,,,,,,,,,,,,,,,,,,,,,
412,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,137,137,red,red,right,True,2026-04-12_13-25-35.108,,,,,,,,,,,,,,,,,,,,,,,,
413,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,137,137,red,red,right,True,2026-04-12_13-25-35.108,,,,,,,,,,,,,,,,,,,,,,,,
414,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,138,138,green,red,left,True,2026-04-12_13-25-43.461,,,,,,,,,,,,,,,,,,,,,,,,
415,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,138,138,green,red,left,True,2026-04-12_13-25-43.461,,,,,,,,,,,,,,,,,,,,,,,,
416,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,138,138,green,red,left,True,2026-04-12_13-25-43.461,,,,,,,,,,,,,,,,,,,,,,,,
417,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,139,139,green,yellow,left,True,2026-04-12_13-25-51.272,,,,,,,,,,,,,,,,,,,,,,,,
418,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,139,139,green,yellow,left,True,2026-04-12_13-25-51.272,,,,,,,,,,,,,,,,,,,,,,,,
419,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,139,139,green,yellow,left,True,2026-04-12_13-25-51.272,,,,,,,,,,,,,,,,,,,,,,,,
420,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,140,140,living_room,living_room,right,True,2026-04-12_13-25-59.684,,,,,,,,,,,,,,,,,,,,,,,,
421,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,140,140,living_room,living_room,right,True,2026-04-12_13-25-59.684,,,,,,,,,,,,,,,,,,,,,,,,
422,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,140,140,living_room,living_room,right,True,2026-04-12_13-25-59.684,,,,,,,,,,,,,,,,,,,,,,,,
423,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,141,141,red,green,left,True,2026-04-12_13-26-06.561,,,,,,,,,,,,,,,,,,,,,,,,
424,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,141,141,red,green,left,True,2026-04-12_13-26-06.561,,,,,,,,,,,,,,,,,,,,,,,,
425,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,141,141,red,green,left,True,2026-04-12_13-26-06.561,,,,,,,,,,,,,,,,,,,,,,,,
426,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,142,142,living_room,living_room,right,True,2026-04-12_13-26-16.121,,,,,,,,,,,,,,,,,,,,,,,,
427,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,142,142,living_room,living_room,right,True,2026-04-12_13-26-16.121,,,,,,,,,,,,,,,,,,,,,,,,
428,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,142,142,living_room,living_room,right,True,2026-04-12_13-26-16.121,,,,,,,,,,,,,,,,,,,,,,,,
429,show_bathroom,,,,,0.0,,,,,,,,,,,,,,,,,fl,143,143,bathroom,living_room,left,True,2026-04-12_13-26-24.718,,,,,,,,,,,,,,,,,,,,,,,,
430,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,143,143,bathroom,living_room,left,True,2026-04-12_13-26-24.718,,,,,,,,,,,,,,,,,,,,,,,,
431,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,143,143,bathroom,living_room,left,True,2026-04-12_13-26-24.718,,,,,,,,,,,,,,,,,,,,,,,,
432,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,144,144,living_room,living_room,right,True,2026-04-12_13-26-33.192,,,,,,,,,,,,,,,,,,,,,,,,
433,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,144,144,living_room,living_room,right,True,2026-04-12_13-26-33.192,,,,,,,,,,,,,,,,,,,,,,,,
434,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,144,144,living_room,living_room,right,True,2026-04-12_13-26-33.192,,,,,,,,,,,,,,,,,,,,,,,,
435,show_bathroom,,,,,0.0,,,,,,,,,,,,,,,,,fl,145,145,bathroom,kitchen,left,True,2026-04-12_13-26-42.070,,,,,,,,,,,,,,,,,,,,,,,,
436,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,145,145,bathroom,kitchen,left,True,2026-04-12_13-26-42.070,,,,,,,,,,,,,,,,,,,,,,,,
437,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,145,145,bathroom,kitchen,left,True,2026-04-12_13-26-42.070,,,,,,,,,,,,,,,,,,,,,,,,
438,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,146,146,kitchen,kitchen,right,True,2026-04-12_13-26-50.479,,,,,,,,,,,,,,,,,,,,,,,,
439,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,146,146,kitchen,kitchen,right,True,2026-04-12_13-26-50.479,,,,,,,,,,,,,,,,,,,,,,,,
440,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,146,146,kitchen,kitchen,right,True,2026-04-12_13-26-50.479,,,,,,,,,,,,,,,,,,,,,,,,
441,show_bathroom,,,,,0.0,,,,,,,,,,,,,,,,,fl,147,147,bathroom,bathroom,right,True,2026-04-12_13-26-58.889,,,,,,,,,,,,,,,,,,,,,,,,
442,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,147,147,bathroom,bathroom,right,True,2026-04-12_13-26-58.889,,,,,,,,,,,,,,,,,,,,,,,,
443,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,147,147,bathroom,bathroom,right,True,2026-04-12_13-26-58.889,,,,,,,,,,,,,,,,,,,,,,,,
444,show_bathroom,,,,,0.0,,,,,,,,,,,,,,,,,fl,148,148,bathroom,living_room,left,True,2026-04-12_13-27-08.475,,,,,,,,,,,,,,,,,,,,,,,,
445,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,148,148,bathroom,living_room,left,True,2026-04-12_13-27-08.475,,,,,,,,,,,,,,,,,,,,,,,,
446,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,148,148,bathroom,living_room,left,True,2026-04-12_13-27-08.475,,,,,,,,,,,,,,,,,,,,,,,,
447,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,149,149,red,green,left,True,2026-04-12_13-27-17.136,,,,,,,,,,,,,,,,,,,,,,,,
448,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,149,149,red,green,left,True,2026-04-12_13-27-17.136,,,,,,,,,,,,,,,,,,,,,,,,
449,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,149,149,red,green,left,True,2026-04-12_13-27-17.136,,,,,,,,,,,,,,,,,,,,,,,,
450,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,150,150,red,yellow,left,True,2026-04-12_13-27-55.413,,,,,,,,,,,,,,,,,,,,,,,,
451,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,150,150,red,yellow,left,True,2026-04-12_13-27-55.413,,,,,,,,,,,,,,,,,,,,,,,,
452,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,150,150,red,yellow,left,True,2026-04-12_13-27-55.413,,,,,,,,,,,,,,,,,,,,,,,,
453,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,151,151,green,yellow,left,True,2026-04-12_13-28-04.222,,,,,,,,,,,,,,,,,,,,,,,,
454,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,151,151,green,yellow,left,True,2026-04-12_13-28-04.222,,,,,,,,,,,,,,,,,,,,,,,,
455,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,151,151,green,yellow,left,True,2026-04-12_13-28-04.222,,,,,,,,,,,,,,,,,,,,,,,,
456,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,152,152,red,red,right,True,2026-04-12_13-28-11.479,,,,,,,,,,,,,,,,,,,,,,,,
457,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,152,152,red,red,right,True,2026-04-12_13-28-11.479,,,,,,,,,,,,,,,,,,,,,,,,
458,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,152,152,red,red,right,True,2026-04-12_13-28-11.479,,,,,,,,,,,,,,,,,,,,,,,,
459,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,153,153,living_room,living_room,right,True,2026-04-12_13-28-20.136,,,,,,,,,,,,,,,,,,,,,,,,
460,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,153,153,living_room,living_room,right,True,2026-04-12_13-28-20.136,,,,,,,,,,,,,,,,,,,,,,,,
461,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,153,153,living_room,living_room,right,True,2026-04-12_13-28-20.136,,,,,,,,,,,,,,,,,,,,,,,,
462,show_yellow,,,0.0,,,,,,,,,,,,,,,,,,,fl,154,154,yellow,yellow,right,True,2026-04-12_13-28-28.063,,,,,,,,,,,,,,,,,,,,,,,,
463,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,154,154,yellow,yellow,right,True,2026-04-12_13-28-28.063,,,,,,,,,,,,,,,,,,,,,,,,
464,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,154,154,yellow,yellow,right,True,2026-04-12_13-28-28.063,,,,,,,,,,,,,,,,,,,,,,,,
465,show_bathroom,,,,,0.0,,,,,,,,,,,,,,,,,fl,155,155,bathroom,living_room,left,True,2026-04-12_13-28-36.014,,,,,,,,,,,,,,,,,,,,,,,,
466,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,155,155,bathroom,living_room,left,True,2026-04-12_13-28-36.014,,,,,,,,,,,,,,,,,,,,,,,,
467,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,155,155,bathroom,living_room,left,True,2026-04-12_13-28-36.014,,,,,,,,,,,,,,,,,,,,,,,,
468,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,156,156,red,red,right,True,2026-04-12_13-28-44.561,,,,,,,,,,,,,,,,,,,,,,,,
469,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,156,156,red,red,right,True,2026-04-12_13-28-44.561,,,,,,,,,,,,,,,,,,,,,,,,
470,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,156,156,red,red,right,True,2026-04-12_13-28-44.561,,,,,,,,,,,,,,,,,,,,,,,,
471,show_bathroom,,,,,0.0,,,,,,,,,,,,,,,,,fl,157,157,bathroom,kitchen,left,True,2026-04-12_13-28-53.303,,,,,,,,,,,,,,,,,,,,,,,,
472,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,157,157,bathroom,kitchen,left,True,2026-04-12_13-28-53.303,,,,,,,,,,,,,,,,,,,,,,,,
473,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,157,157,bathroom,kitchen,left,True,2026-04-12_13-28-53.303,,,,,,,,,,,,,,,,,,,,,,,,
474,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,158,158,kitchen,bathroom,left,True,2026-04-12_13-29-01.852,,,,,,,,,,,,,,,,,,,,,,,,
475,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,158,158,kitchen,bathroom,left,True,2026-04-12_13-29-01.852,,,,,,,,,,,,,,,,,,,,,,,,
476,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,158,158,kitchen,bathroom,left,True,2026-04-12_13-29-01.852,,,,,,,,,,,,,,,,,,,,,,,,
477,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,159,159,kitchen,kitchen,right,True,2026-04-12_13-29-09.626,,,,,,,,,,,,,,,,,,,,,,,,
478,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,159,159,kitchen,kitchen,right,True,2026-04-12_13-29-09.626,,,,,,,,,,,,,,,,,,,,,,,,
479,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,159,159,kitchen,kitchen,right,True,2026-04-12_13-29-09.626,,,,,,,,,,,,,,,,,,,,,,,,
480,show_yellow,,,0.0,,,,,,,,,,,,,,,,,,,fl,160,160,yellow,green,left,True,2026-04-12_13-29-17.497,,,,,,,,,,,,,,,,,,,,,,,,
481,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,160,160,yellow,green,left,True,2026-04-12_13-29-17.497,,,,,,,,,,,,,,,,,,,,,,,,
482,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,160,160,yellow,green,left,True,2026-04-12_13-29-17.497,,,,,,,,,,,,,,,,,,,,,,,,
483,show_bathroom,,,,,0.0,,,,,,,,,,,,,,,,,fl,161,161,bathroom,bathroom,right,True,2026-04-12_13-29-25.215,,,,,,,,,,,,,,,,,,,,,,,,
484,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,161,161,bathroom,bathroom,right,True,2026-04-12_13-29-25.215,,,,,,,,,,,,,,,,,,,,,,,,
485,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,161,161,bathroom,bathroom,right,True,2026-04-12_13-29-25.215,,,,,,,,,,,,,,,,,,,,,,,,
486,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,162,162,red,yellow,left,True,2026-04-12_13-29-32.071,,,,,,,,,,,,,,,,,,,,,,,,
487,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,162,162,red,yellow,left,True,2026-04-12_13-29-32.071,,,,,,,,,,,,,,,,,,,,,,,,
488,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,162,162,red,yellow,left,True,2026-04-12_13-29-32.071,,,,,,,,,,,,,,,,,,,,,,,,
489,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,163,163,living_room,living_room,right,True,2026-04-12_13-29-39.906,,,,,,,,,,,,,,,,,,,,,,,,
490,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,163,163,living_room,living_room,right,True,2026-04-12_13-29-39.906,,,,,,,,,,,,,,,,,,,,,,,,
491,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,163,163,living_room,living_room,right,True,2026-04-12_13-29-39.906,,,,,,,,,,,,,,,,,,,,,,,,
492,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,164,164,red,green,left,True,2026-04-12_13-29-48.471,,,,,,,,,,,,,,,,,,,,,,,,
493,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,164,164,red,green,left,True,2026-04-12_13-29-48.471,,,,,,,,,,,,,,,,,,,,,,,,
494,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,164,164,red,green,left,True,2026-04-12_13-29-48.471,,,,,,,,,,,,,,,,,,,,,,,,
495,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,165,165,kitchen,living_room,left,True,2026-04-12_13-29-57.542,,,,,,,,,,,,,,,,,,,,,,,,
496,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,165,165,kitchen,living_room,left,True,2026-04-12_13-29-57.542,,,,,,,,,,,,,,,,,,,,,,,,
497,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,165,165,kitchen,living_room,left,True,2026-04-12_13-29-57.542,,,,,,,,,,,,,,,,,,,,,,,,
498,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,166,166,living_room,kitchen,left,True,2026-04-12_13-30-06.381,,,,,,,,,,,,,,,,,,,,,,,,
499,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,166,166,living_room,kitchen,left,True,2026-04-12_13-30-06.381,,,,,,,,,,,,,,,,,,,,,,,,
500,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,166,166,living_room,kitchen,left,True,2026-04-12_13-30-06.381,,,,,,,,,,,,,,,,,,,,,,,,
501,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,167,167,kitchen,kitchen,right,True,2026-04-12_13-30-15.014,,,,,,,,,,,,,,,,,,,,,,,,
502,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,167,167,kitchen,kitchen,right,True,2026-04-12_13-30-15.014,,,,,,,,,,,,,,,,,,,,,,,,
503,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,167,167,kitchen,kitchen,right,True,2026-04-12_13-30-15.014,,,,,,,,,,,,,,,,,,,,,,,,
504,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,168,168,green,red,left,True,2026-04-12_13-30-23.670,,,,,,,,,,,,,,,,,,,,,,,,
505,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,168,168,green,red,left,True,2026-04-12_13-30-23.670,,,,,,,,,,,,,,,,,,,,,,,,
506,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,168,168,green,red,left,True,2026-04-12_13-30-23.670,,,,,,,,,,,,,,,,,,,,,,,,
507,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,169,169,living_room,kitchen,left,True,2026-04-12_13-30-32.282,,,,,,,,,,,,,,,,,,,,,,,,
508,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,169,169,living_room,kitchen,left,True,2026-04-12_13-30-32.282,,,,,,,,,,,,,,,,,,,,,,,,
509,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,169,169,living_room,kitchen,left,True,2026-04-12_13-30-32.282,,,,,,,,,,,,,,,,,,,,,,,,
510,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,170,170,living_room,living_room,right,True,2026-04-12_13-30-40.716,,,,,,,,,,,,,,,,,,,,,,,,
511,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,170,170,living_room,living_room,right,True,2026-04-12_13-30-40.716,,,,,,,,,,,,,,,,,,,,,,,,
512,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,170,170,living_room,living_room,right,True,2026-04-12_13-30-40.716,,,,,,,,,,,,,,,,,,,,,,,,
513,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,171,171,kitchen,kitchen,right,True,2026-04-12_13-30-48.118,,,,,,,,,,,,,,,,,,,,,,,,
514,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,171,171,kitchen,kitchen,right,True,2026-04-12_13-30-48.118,,,,,,,,,,,,,,,,,,,,,,,,
515,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,171,171,kitchen,kitchen,right,True,2026-04-12_13-30-48.118,,,,,,,,,,,,,,,,,,,,,,,,
516,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,172,172,green,green,right,True,2026-04-12_13-30-58.485,,,,,,,,,,,,,,,,,,,,,,,,
517,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,172,172,green,green,right,True,2026-04-12_13-30-58.485,,,,,,,,,,,,,,,,,,,,,,,,
518,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,172,172,green,green,right,True,2026-04-12_13-30-58.485,,,,,,,,,,,,,,,,,,,,,,,,
519,show_red,0.0,,,,,,,,,,,,,,,,,,,,,fl,173,173,red,red,right,True,2026-04-12_13-31-07.362,,,,,,,,,,,,,,,,,,,,,,,,
520,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,173,173,red,red,right,True,2026-04-12_13-31-07.362,,,,,,,,,,,,,,,,,,,,,,,,
521,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,173,173,red,red,right,True,2026-04-12_13-31-07.362,,,,,,,,,,,,,,,,,,,,,,,,
522,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,174,174,kitchen,kitchen,right,True,2026-04-12_13-31-15.188,,,,,,,,,,,,,,,,,,,,,,,,
523,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,174,174,kitchen,kitchen,right,True,2026-04-12_13-31-15.188,,,,,,,,,,,,,,,,,,,,,,,,
524,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,174,174,kitchen,kitchen,right,True,2026-04-12_13-31-15.188,,,,,,,,,,,,,,,,,,,,,,,,
525,show_kitchen,,,,,,0.0,,,,,,,,,,,,,,,,fl,175,175,kitchen,kitchen,right,True,2026-04-12_13-31-22.112,,,,,,,,,,,,,,,,,,,,,,,,
526,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,175,175,kitchen,kitchen,right,True,2026-04-12_13-31-22.112,,,,,,,,,,,,,,,,,,,,,,,,
527,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,175,175,kitchen,kitchen,right,True,2026-04-12_13-31-22.112,,,,,,,,,,,,,,,,,,,,,,,,
528,show_green,,0.0,,,,,,,,,,,,,,,,,,,,fl,176,176,green,green,right,True,2026-04-12_13-31-31.022,,,,,,,,,,,,,,,,,,,,,,,,
529,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,176,176,green,green,right,True,2026-04-12_13-31-31.022,,,,,,,,,,,,,,,,,,,,,,,,
530,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,176,176,green,green,right,True,2026-04-12_13-31-31.022,,,,,,,,,,,,,,,,,,,,,,,,
531,show_living_room,,,,0.0,,,,,,,,,,,,,,,,,,fl,177,177,living_room,kitchen,left,True,2026-04-12_13-31-40.005,,,,,,,,,,,,,,,,,,,,,,,,
532,show_attention_question,,,,,,,0.0,,,,,,,,,,,,,,,fl,177,177,living_room,kitchen,left,True,2026-04-12_13-31-40.005,,,,,,,,,,,,,,,,,,,,,,,,
533,answer_attention_question,,,,,,,,0.0,,,,,,,,,,,,,,fl,177,177,living_room,kitchen,left,True,2026-04-12_13-31-40.005,,,,,,,,,,,,,,,,,,,,,,,,
