,subject,trial,object,colors,scenes,retrival_success,retrival_report,object_appear,object_disappear,retrival_time,retrival_report_time
0,109,trial_1,iphone,,,False,[],2026-03-20_12-51-21.696,2026-03-20_12-51-24.213,2026-03-20_12-51-27.226,2026-03-20_12-51-32.923
