,subject,trial,object,colors,scenes,retrival_success,retrival_report,object_appear,object_disappear,retrival_time,retrival_report_time,scenes_question_appear,scenes_answer_time
0,109,trial_1,lego,,bathroom,True,['scenes'],2026-03-20_12-50-22.553,2026-03-20_12-50-25.070,2026-03-20_12-50-26.818,2026-03-20_12-50-28.764,2026-03-20_12-50-28.767,2026-03-20_12-50-30.824
