,subject,trial,object,colors,scenes,object_appear,object_disappear,colors_question_appear,colors_answer_time,scenes_question_appear,scenes_answer_time
0,101,trial_1,flower pot,green,living_room,2026-03-14_18-33-19.936,2026-03-14_18-33-22.949,2026-03-14_18-33-25.969,2026-03-14_18-33-27.627,2026-03-14_18-33-29.645,2026-03-14_18-33-30.456
