,subject,trial,object,colors,scenes,object_appear,object_disappear,scenes_question_appear,scenes_answer_time,colors_question_appear,colors_answer_time
0,101,trial_1,paper,green,kitchen,2026-03-14_18-50-44.011,2026-03-14_18-50-47.024,2026-03-14_18-50-50.043,2026-03-14_18-50-51.226,2026-03-14_18-50-53.241,2026-03-14_18-50-54.064
1,101,trial_2,gloves,yellow,living_room,2026-03-14_18-50-56.084,2026-03-14_18-50-59.097,2026-03-14_18-51-02.114,2026-03-14_18-51-03.412,2026-03-14_18-51-05.428,2026-03-14_18-51-06.366
2,101,trial_3,sock,yellow,kitchen,2026-03-14_18-51-08.391,2026-03-14_18-51-11.404,2026-03-14_18-51-17.222,2026-03-14_18-51-18.200,2026-03-14_18-51-14.421,2026-03-14_18-51-15.207
3,101,trial_4,brush,yellow,kitchen,2026-03-14_18-51-20.225,2026-03-14_18-51-23.239,2026-03-14_18-51-28.970,2026-03-14_18-51-29.495,2026-03-14_18-51-26.256,2026-03-14_18-51-26.955
