,subject,trial,verb,trial_index,cue_verb_appear,recalled,recall_key_time,cue_verb_disappear,animacy_question_appear,animacy_answer,animacy_answer_time
0,333,1,לרוץ,0,2026-06-12_18-59-14.948,True,2026-06-12_18-59-17.221,2026-06-12_18-59-19.221,2026-06-12_18-59-19.229,inanimate,2026-06-12_18-59-20.269
1,333,2,לאכול,1,2026-06-12_18-59-21.568,True,2026-06-12_18-59-23.964,2026-06-12_18-59-25.964,2026-06-12_18-59-25.972,inanimate,2026-06-12_18-59-26.289
