,subject,trial,verb,trial_index,cue_verb_appear,recalled,recall_key_time,cue_verb_disappear,animacy_question_appear,animacy_answer,animacy_answer_time
0,5555,1,לשחות,0,2026-06-07_23-16-47.259,False,2026-06-07_23-16-54.269,2026-06-07_23-16-56.279,2026-06-07_23-16-56.285,animate,2026-06-07_23-17-10.795
1,5555,2,לאכול,1,2026-06-07_23-17-11.795,False,2026-06-07_23-17-18.805,2026-06-07_23-17-20.815,2026-06-07_23-17-20.822,inanimate,2026-06-07_23-29-53.868
2,5555,3,לשתות,2,2026-06-07_23-29-54.548,True,2026-06-07_23-29-56.073,2026-06-07_23-29-58.083,2026-06-07_23-29-58.090,inanimate,2026-06-07_23-29-58.656
3,5555,4,לבשל,3,2026-06-07_23-30-00.032,True,2026-06-07_23-30-00.933,2026-06-07_23-30-02.943,2026-06-07_23-30-02.949,inanimate,2026-06-07_23-30-03.378
4,5555,5,לכתוב,4,2026-06-07_23-30-04.535,True,2026-06-07_23-30-11.388,2026-06-07_23-30-13.398,2026-06-07_23-30-13.406,inanimate,2026-06-07_23-30-13.999
5,5555,6,לנסוע,5,2026-06-07_23-30-15.499,True,2026-06-07_23-30-15.827,2026-06-07_23-30-17.837,2026-06-07_23-30-17.842,animate,2026-06-07_23-30-18.078
6,5555,7,לרוץ,6,2026-06-07_23-30-19.107,True,2026-06-07_23-30-22.323,2026-06-07_23-30-24.333,2026-06-07_23-30-24.339,inanimate,2026-06-07_23-30-24.677
