,subject,trial,verb,trial_index,cue_verb_appear,recalled,recall_key_time,cue_verb_disappear,colors_question_appear,colors_answer,colors_answer_time
0,444,1,להתקשר,0,2026-06-07_12-19-01.874,False,2026-06-07_12-19-08.884,2026-06-07_12-19-10.895,2026-06-07_12-19-10.902,yellow,2026-06-07_12-19-13.350
